DATE,CPALTT01USM657N
1990-01-01,1.03092783505156
1990-02-01,0.470957613814759
1990-03-01,0.546874999999992
1990-04-01,0.155400155400176
1990-05-01,0.232738557020917
1990-06-01,0.541795665634708
1990-07-01,0.384911470361808
1990-08-01,0.92024539877301
1990-09-01,0.83586626139817
1990-10-01,0.602863602110005
1990-11-01,0.224719101123606
1990-12-01,0
1991-01-01,0.597907324364706
1991-02-01,0.148588410104032
1991-03-01,0.148367952522256
1991-04-01,0.148148148148129
1991-05-01,0.295857988165682
1991-06-01,0.294985250737484
1991-07-01,0.147058823529393
1991-08-01,0.293685756240824
1991-09-01,0.439238653001466
1991-10-01,0.145772594752206
1991-11-01,0.291120815138284
1991-12-01,0.0725689404934595
1992-01-01,0.145032632342278
1992-02-01,0.362056480810998
1992-03-01,0.505050505050536
1992-04-01,0.143575017946859
1992-05-01,0.143369175627241
1992-06-01,0.357909806728696
1992-07-01,0.213980028530681
1992-08-01,0.284697508896798
1992-09-01,0.283889283179561
1992-10-01,0.353857041755123
1992-11-01,0.141043723554302
1992-12-01,-0.0704225352112772
1993-01-01,0.493305144467928
1993-02-01,0.350631136044892
1993-03-01,0.34940600978336
1993-04-01,0.278551532033427
1993-05-01,0.138888888888889
1993-06-01,0.138696255201128
1993-07-01,0
1993-08-01,0.277008310249309
1993-09-01,0.207182320441981
1993-10-01,0.413507925568557
1993-11-01,0.0686341798215785
1993-12-01,0
1994-01-01,0.274348422496554
1994-02-01,0.34199726402188
1994-03-01,0.340831629175198
1994-04-01,0.135869565217392
1994-05-01,0.0678426051560472
1994-06-01,0.33898305084745
1994-07-01,0.270270270270271
1994-08-01,0.404312668463614
1994-09-01,0.268456375838927
1994-10-01,0.066934404283811
1994-11-01,0.13377926421403
1994-12-01,0
1995-01-01,0.400801603206414
1995-02-01,0.399201596806389
1995-03-01,0.331345261762749
1995-04-01,0.330250990752982
1995-05-01,0.197498354180374
1995-06-01,0.197109067017092
1995-07-01,0
1995-08-01,0.262295081967214
1995-09-01,0.196206671026807
1995-10-01,0.326370757180149
1995-11-01,-0.0650618087182741
1995-12-01,-0.0651041666666584
1996-01-01,0.586319218241036
1996-02-01,0.323834196891202
1996-03-01,0.516462233699146
1996-04-01,0.385356454720635
1996-05-01,0.191938579654503
1996-06-01,0.0638569604086764
1996-07-01,0.191448627951509
1996-08-01,0.19108280254778
1996-09-01,0.317863954227583
1996-10-01,0.316856780735101
1996-11-01,0.189513581806689
1996-12-01,0
1997-01-01,0.315258511979816
1997-02-01,0.314267756128231
1997-03-01,0.250626566416041
1997-04-01,0.124999999999984
1997-05-01,-0.0624219725343241
1997-06-01,0.124921923797643
1997-07-01,0.124766063630677
1997-08-01,0.186915887850476
1997-09-01,0.248756218905457
1997-10-01,0.248138957816378
1997-11-01,-0.061881188118804
1997-12-01,-0.12383900928791
1998-01-01,0.185988840669536
1998-02-01,0.185643564356445
1998-03-01,0.185299567634335
1998-04-01,0.184956843403215
1998-05-01,0.184615384615393
1998-06-01,0.122850122850123
1998-07-01,0.122699386503052
1998-08-01,0.12254901960786
1998-09-01,0.122399020807818
1998-10-01,0.24449877750613
1998-11-01,0
1998-12-01,-0.0609756097561058
1999-01-01,0.244051250762677
1999-02-01,0.121728545343868
1999-03-01,0.303951367781164
1999-04-01,0.727272727272714
1999-05-01,0
1999-06-01,0
1999-07-01,0.300842358604085
1999-08-01,0.239952009598097
1999-09-01,0.478755236385384
1999-10-01,0.178677784395466
1999-11-01,0.0594530321046454
1999-12-01,0
2000-01-01,0.297088532382659
2000-02-01,0.592417061611377
2000-03-01,0.824499411071837
2000-04-01,0.058411214953279
2000-05-01,0.116754232340923
2000-06-01,0.524781341107882
2000-07-01,0.23201856148492
2000-08-01,0
2000-09-01,0.520833333333312
2000-10-01,0.172711571675311
2000-11-01,0.0574712643678088
2000-12-01,-0.0574382538770748
2001-01-01,0.632183908045972
2001-02-01,0.39977155910909
