DATE,CPALTT01USM657N
2001-03-01,0.227531285551749
2001-04-01,0.3972758229285
2001-05-01,0.452232899943458
2001-06-01,0.16882386043895
2001-07-01,-0.280898876404488
2001-08-01,0
2001-09-01,0.450704225352114
2001-10-01,-0.33651149747618
2001-11-01,-0.168823860438935
2001-12-01,-0.394588500563707
2002-01-01,0.226372382569328
2002-02-01,0.395256916996071
2002-03-01,0.562429696287966
2002-04-01,0.559284116331084
2002-05-01,0
2002-06-01,0.0556173526140231
2002-07-01,0.111172873818774
2002-08-01,0.333148250971684
2002-09-01,0.16602102933039
2002-10-01,0.165745856353599
2002-11-01,0
2002-12-01,-0.220628792057364
2003-01-01,0.442233278054161
2003-02-01,0.770500825536602
2003-03-01,0.600764609502999
2003-04-01,-0.217155266015187
2003-05-01,-0.163220892274219
2003-06-01,0.108991825613079
2003-07-01,0.108873162765379
2003-08-01,0.380641653072316
2003-09-01,0.325027085590467
2003-10-01,-0.107991360691145
2003-11-01,-0.270270270270264
2003-12-01,-0.108401084010841
2004-01-01,0.48833423765599
2004-02-01,0.539956803455712
2004-03-01,0.644468313641263
2004-04-01,0.320170757737461
2004-05-01,0.585106382978719
2004-06-01,0.317292437863566
2004-07-01,-0.158144438587237
2004-08-01,0.0527983104540587
2004-09-01,0.211081794195252
2004-10-01,0.526592943654557
2004-11-01,0.0523834468308086
2004-12-01,-0.366492146596853
2005-01-01,0.210194429847596
2005-02-01,0.576822233875206
2005-03-01,0.782064650677772
2005-04-01,0.672529746508014
2005-05-01,-0.102774922918795
2005-06-01,0.0514403292181004
2005-07-01,0.462724935732656
2005-08-01,0.511770726714434
2005-09-01,1.22199592668025
2005-10-01,0.201207243460752
2005-11-01,-0.803212851405626
2005-12-01,-0.40485829959513
2006-01-01,0.762195121951216
2006-02-01,0.20171457387795
2006-03-01,0.55359838953198
2006-04-01,0.850850850850834
2006-05-01,0.496277915632743
2006-06-01,0.197530864197532
2006-07-01,0.295712173484489
2006-08-01,0.196560196560197
2006-09-01,-0.490436488474757
2006-10-01,-0.542138984721521
2006-11-01,-0.148662041625379
2006-12-01,0.148883374689833
2007-01-01,0.305252725470763
2007-02-01,0.535036755987662
2007-03-01,0.910569585108543
2007-04-01,0.649616268650889
2007-05-01,0.61107186747047
2007-06-01,0.193797517660565
2007-07-01,-0.0254377207802054
2007-08-01,-0.183390222708711
2007-09-01,0.275590740535893
2007-10-01,0.213919132812117
2007-11-01,0.593961787341581
2007-12-01,-0.0670863129647814
2008-01-01,0.497057647260469
2008-02-01,0.290411218495348
2008-03-01,0.866821293098967
2008-04-01,0.606477838971956
2008-05-01,0.842088603175631
2008-06-01,1.0076996934894
2008-07-01,0.525101112812213
2008-08-01,-0.399156225564174
2008-09-01,-0.138301854066455
2008-10-01,-1.01013332845789
2008-11-01,-1.91528953285958
2008-12-01,-1.03424738142875
2009-01-01,0.435241737542101
2009-02-01,0.497293303590475
2009-03-01,0.24317484554154
2009-04-01,0.249636827778799
2009-05-01,0.288876383417745
2009-06-01,0.858989226395336
2009-07-01,-0.158558692215323
2009-08-01,0.224285004481049
2009-09-01,0.0625480693495817
2009-10-01,0.0963101185818578
2009-11-01,0.0707753368767079
2009-12-01,-0.176119816946313
2010-01-01,0.34174735701485
2010-02-01,0.024920738207648
2010-03-01,0.410628353657108
2010-04-01,0.173688491069743
2010-05-01,0.0775197354237721
2010-06-01,-0.0976267084673888
2010-07-01,0.0211043057371509
2010-08-01,0.138066427840807
2010-09-01,0.0581736230715569
2010-10-01,0.124519888847696
2010-11-01,0.0420646423819507
2010-12-01,0.171844078920309
2011-01-01,0.476323005397414
2011-02-01,0.493136502545162
2011-03-01,0.975107203050938
2011-04-01,0.643942953545699
2011-05-01,0.470418752723364
2011-06-01,-0.107096705669922
2011-07-01,0.0886045666793554
2011-08-01,0.27575889023645
2011-09-01,0.151846211569461
2011-10-01,-0.206268263335836
2011-11-01,-0.084356133044206
2011-12-01,-0.246651637713817
2012-01-01,0.440019142826751
2012-02-01,0.440297355127631
2012-03-01,0.759455862393086
2012-04-01,0.302102950408034
2012-05-01,-0.117347936632105
2012-06-01,-0.146639688445049
2012-07-01,-0.162978586182561
2012-08-01,0.556515818143709
2012-09-01,0.446221226761131
2012-10-01,-0.0388925140553232
2012-11-01,-0.473808669488188
2012-12-01,-0.269306449020735
2013-01-01,0.295730419292604
2013-02-01,0.819002952926876
2013-03-01,0.261450858437495
2013-04-01,-0.103963947708716
2013-05-01,0.178040777358723
2013-06-01,0.23997080855995
2013-07-01,0.0393997533233011
2013-08-01,0.12029315570472
2013-09-01,0.116300448526347
2013-10-01,-0.257528325980464
2013-11-01,-0.204242419052338
2013-12-01,-0.00858114978825904
2014-01-01,0.372024767323605
2014-02-01,0.369790865096873
2014-03-01,0.644004412622824
2014-04-01,0.329675445315773
2014-05-01,0.34926098400487
2014-06-01,0.186212694409411
2014-07-01,-0.0390193964161093
2014-08-01,-0.167051416579219
2014-09-01,0.0752568824311014
2014-10-01,-0.251227781255389
2014-11-01,-0.539941794106119
2014-12-01,-0.567010091001089
2015-01-01,-0.470589237347324
2015-02-01,0.434304492377206
2015-03-01,0.595172161109732
2015-04-01,0.203287325458769
2015-05-01,0.509723202549469
2015-06-01,0.350286999852812
2015-07-01,0.0067047159295661
2015-08-01,-0.141627628281935
2015-09-01,-0.155675657530359
2015-10-01,-0.0449683750446447
2015-11-01,-0.211068037908146
2015-12-01,-0.341709643711866
2016-01-01,0.165310220906868
2016-02-01,0.0823076533454985
2016-03-01,0.430600014339268
2016-04-01,0.4741067979104
2016-05-01,0.404579099811517
2016-06-01,0.328436616728188
2016-07-01,-0.161813640474981
2016-08-01,0.0918430107884498
2016-09-01,0.240399586462898
2016-10-01,0.124674851301432
2016-11-01,-0.155546086733514
2016-12-01,0.0327321392317517
2017-01-01,0.582772789025459
2017-02-01,0.314611738641666
2017-03-01,0.0812797871947232
2017-04-01,0.296553336532688
2017-05-01,0.0854721826896363
2017-06-01,0.0907111014861139
2017-07-01,-0.0689922638852295
2017-08-01,0.299445229710857
2017-09-01,0.529490589323034
2017-10-01,-0.0632042103727646
2017-11-01,0.00243246859074368
2017-12-01,-0.05878322772623
2018-01-01,0.544774545277541
2018-02-01,0.45346899748655
2018-03-01,0.226112590414904
2018-04-01,0.397509156334893
2018-05-01,0.4158916925435
2018-06-01,0.159387570154372
2018-07-01,0.00674632622851716
2018-08-01,0.0555542328357295
2018-09-01,0.116202517589025
2018-10-01,0.176676345572587
2018-11-01,-0.334934851810097
2018-12-01,-0.319396281513109
2019-01-01,0.190659666524684
2019-02-01,0.422705314009692
2019-03-01,0.564135835680577
2019-04-01,0.529500161289074
2019-05-01,0.212875858938411
2019-06-01,0.0199147181481604
2019-07-01,0.167094162245338
2019-08-01,-0.00506682360828189
2019-09-01,0.0783448576930001
2019-10-01,0.228619055223
2019-11-01,-0.0536243034669465
2019-12-01,-0.0909769525053793
2020-01-01,0.387976993781487
2020-02-01,0.274061813149543
2020-03-01,-0.217645103178479
2020-04-01,-0.668694186699718
2020-05-01,0.00195016166840463
2020-06-01,0.547204692777511
2020-07-01,0.505824350167009
2020-08-01,0.315321052408127
2020-09-01,0.13927469432666
2020-10-01,0.0414937759336148
2020-11-01,-0.0610627217844138
2020-12-01,0.0941478467042597
2021-01-01,0.425378348702726
2021-02-01,0.547438279392344
2021-03-01,0.708327313374951
2021-04-01,0.821890915406006
2021-05-01,0.80171051547627
2021-06-01,0.929066290235704
2021-07-01,0.481052352629404
2021-08-01,0.206591136361161
